movie_title,Worldwide,Domestic,Domestic_percent,Foreign,Foreign_percent
Paul,"$97,984,015.00","$37,412,945.00",38.20%,"$60,571,070.00",61.80%
Along With the Gods: The Last 49 Days,"$97,962,238.00","$1,200,246.00",1.20%,"$96,761,992.00",98.80%
A Simple Favor,"$97,644,617.00","$53,548,586.00",54.80%,"$44,096,031.00",45.20%
Safe Haven,"$97,594,140.00","$71,349,120.00",73.10%,"$26,245,020.00",26.90%
The Little Prince,"$97,571,250.00","$1,339,152.00",1.40%,"$96,232,098.00",98.60%
Evil Dead,"$97,542,952.00","$54,239,856.00",55.60%,"$43,303,096.00",44.40%
42,"$97,470,701.00","$95,020,213.00",97.50%,"$2,450,488.00",2.50%
The Hustle,"$97,409,779.00","$35,417,038.00",36.40%,"$61,992,741.00",63.60%
Scream 4,"$97,138,686.00","$38,180,928.00",39.30%,"$58,957,758.00",60.70%
Legend of the Demon Cat,"$97,051,623.00",-,-,"$97,051,623.00",100%
The Shack,"$96,942,115.00","$57,386,418.00",59.20%,"$39,555,697.00",40.80%
Boonie Bears: The Big Shrink,"$96,845,907.00",-,-,"$96,845,907.00",100%
The Rite,"$96,560,591.00","$33,047,633.00",34.20%,"$63,512,958.00",65.80%
Contraband,"$96,262,212.00","$66,528,000.00",69.10%,"$29,734,212.00",30.90%
Kick-Ass,"$96,188,903.00","$48,071,303.00",50%,"$48,117,600.00",50%
Assassination,"$96,119,773.00","$1,904,682.00",2%,"$94,215,091.00",98%
Think Like a Man,"$96,070,507.00","$91,547,205.00",95.30%,"$4,523,302.00",4.70%
Dolphin Tale,"$95,932,565.00","$72,286,779.00",75.40%,"$23,645,786.00",24.60%
The Favourite,"$95,918,706.00","$34,366,783.00",35.80%,"$61,551,923.00",64.20%
Qing sheng,"$95,721,752.00","$100,026.00",0.10%,"$95,621,726.00",99.90%
The New King of Comedy,"$95,618,308.00",-,-,"$95,618,308.00",100%
Detective Conan: The Scarlet Bullet,"$95,580,715.00",-,-,"$95,580,715.00",100%
Poltergeist,"$95,437,994.00","$47,425,125.00",49.70%,"$48,012,869.00",50.30%
The Mortal Instruments: City of Bones,"$95,396,573.00","$31,165,421.00",32.70%,"$64,231,152.00",67.30%
Truth or Dare,"$95,330,493.00","$41,411,015.00",43.40%,"$53,919,478.00",56.60%
Rush,"$95,224,595.00","$26,947,624.00",28.30%,"$68,276,971.00",71.70%
Adoring,"$94,975,692.00",-,-,"$94,975,692.00",100%
Kill Mobile,"$94,870,905.00",-,-,"$94,870,905.00",100%
I Feel Pretty,"$94,539,426.00","$48,795,601.00",51.60%,"$45,743,825.00",48.40%
Veteran,"$94,393,020.00","$1,200,627.00",1.30%,"$93,192,393.00",98.70%
Masquerade,"$94,268,432.00","$922,921.00",1%,"$93,345,511.00",99%
Police Story: Lockdown,"$94,249,025.00",-,-,"$94,249,025.00",100%
Fleet of Time,"$94,244,191.00","$569,280.00",0.60%,"$93,674,911.00",99.40%
Dirty Grandpa,"$94,073,028.00","$35,593,113.00",37.80%,"$58,479,915.00",62.20%
Ben-Hur,"$94,061,311.00","$26,410,477.00",28.10%,"$67,650,834.00",71.90%
Blockers,"$94,017,294.00","$60,311,495.00",64.10%,"$33,705,799.00",35.90%
In the Heart of the Sea,"$93,920,758.00","$25,020,758.00",26.60%,"$68,900,000.00",73.40%
The Man from Macau,"$93,864,936.00",-,-,"$93,864,936.00",100%
Rien à déclarer,"$93,811,164.00",-,-,"$93,811,164.00",100%
Evangelion: 3.0+1.01 Thrice Upon a Time,"$93,711,511.00","$810,744.00",0.90%,"$92,900,767.00",99.10%
Kill Zone 2,"$93,638,358.00","$11,998.00",<0.1%,"$93,626,360.00",100%
The Internship,"$93,492,844.00","$44,672,764.00",47.80%,"$48,820,080.00",52.20%
BlacKkKlansman,"$93,400,823.00","$49,275,340.00",52.80%,"$44,125,483.00",47.20%
Goosebumps 2: Slappy's Revenge,"$93,320,380.00","$46,700,633.00",50%,"$46,619,747.00",50%
Money Monster,"$93,282,604.00","$41,012,075.00",44%,"$52,270,529.00",56%
Nanny McPhee Returns,"$93,251,121.00","$29,011,215.00",31.10%,"$64,239,906.00",68.90%
Train to Busan,"$92,742,323.00","$2,129,768.00",2.30%,"$90,612,555.00",97.70%
Five Feet Apart,"$92,554,209.00","$45,729,221.00",49.40%,"$46,824,988.00",50.60%
Downton Abbey: A New Era,"$92,352,166.00","$43,896,550.00",47.50%,"$48,455,616.00",52.50%
The Woman King,"$92,272,486.00","$67,172,486.00",72.80%,"$25,100,000.00",27.20%
Southpaw,"$91,970,827.00","$52,421,953.00",57%,"$39,548,874.00",43%
Brave Hearts: Umizaru,"$91,884,352.00",-,-,"$91,884,352.00",100%
End Game,"$91,824,961.00","$23,149.00",<0.1%,"$91,801,812.00",100%
Get Him to the Greek,"$91,720,255.00","$60,974,475.00",66.50%,"$30,745,780.00",33.50%
Shadow,"$91,708,374.00","$521,396.00",0.60%,"$91,186,978.00",99.40%
Season of the Witch,"$91,627,228.00","$24,827,228.00",27.10%,"$66,800,000.00",72.90%
Crawl,"$91,542,097.00","$39,014,193.00",42.60%,"$52,527,904.00",57.40%
Rambo: Last Blood,"$91,490,353.00","$44,819,352.00",49%,"$46,671,001.00",51%
Overboard,"$91,244,913.00","$50,316,123.00",55.10%,"$40,928,790.00",44.90%
Paranormal Activity: The Marked Ones,"$90,894,962.00","$32,462,372.00",35.70%,"$58,432,590.00",64.30%
My Big Fat Greek Wedding 2,"$90,632,641.00","$59,689,605.00",65.90%,"$30,943,036.00",34.10%
Sherlock Gnomes,"$90,497,778.00","$43,242,871.00",47.80%,"$47,254,907.00",52.20%
Jojo Rabbit,"$90,335,025.00","$33,370,906.00",36.90%,"$56,964,119.00",63.10%
Red Riding Hood,"$90,260,376.00","$37,662,162.00",41.70%,"$52,598,214.00",58.30%
Old,"$90,146,510.00","$48,276,510.00",53.60%,"$41,870,000.00",46.40%
Detective Dee: The Four Heavenly Kings,"$90,040,771.00","$262,963.00",0.30%,"$89,777,808.00",99.70%
Sucker Punch,"$89,792,502.00","$36,392,502.00",40.50%,"$53,400,000.00",59.50%
Burlesque,"$89,519,773.00","$39,440,655.00",44.10%,"$50,079,118.00",55.90%
The Hundred-Foot Journey,"$89,514,453.00","$54,240,821.00",60.60%,"$35,273,632.00",39.40%
The Purge,"$89,328,627.00","$64,473,115.00",72.20%,"$24,855,512.00",27.80%
The Last Song,"$89,137,047.00","$62,950,384.00",70.60%,"$26,186,663.00",29.40%
K.G.F: Chapter 2,"$89,123,940.00","$2,874,000.00",3.20%,"$86,249,940.00",96.80%
The Inbetweeners,"$88,823,111.00","$36,000.00",<0.1%,"$88,787,111.00",100%
Collateral Beauty,"$88,528,280.00","$31,016,021.00",35%,"$57,512,259.00",65%
Line Walker,"$88,228,755.00",-,-,"$88,228,755.00",100%
This Is 40,"$88,215,156.00","$67,544,505.00",76.60%,"$20,670,651.00",23.40%
Dhoom 3,"$88,031,955.00","$8,031,955.00",9.10%,"$80,000,000.00",90.90%
"Lyle, Lyle, Crocodile","$87,995,784.00","$46,595,784.00",53%,"$41,400,000.00",47%
Chasing the Dragon,"$87,965,942.00","$456,854.00",0.50%,"$87,509,088.00",99.50%
Deliver Us from Evil,"$87,937,815.00","$30,577,122.00",34.80%,"$57,360,693.00",65.20%
Serial (Bad) Weddings 2,"$87,761,988.00",-,-,"$87,761,988.00",100%
Tiger Zinda Hai,"$87,320,000.00","$5,560,921.00",6.40%,"$81,759,079.00",93.60%
Pain & Gain,"$87,305,549.00","$49,875,291.00",57.10%,"$37,430,258.00",42.90%
Sultan,"$87,280,000.00","$6,200,000.00",7.10%,"$81,080,000.00",92.90%
A Million Ways to Die in the West,"$87,189,756.00","$43,139,300.00",49.50%,"$44,050,456.00",50.50%
The Thieves,"$87,126,367.00","$685,839.00",0.80%,"$86,440,528.00",99.20%
About Time,"$87,100,449.00","$15,322,921.00",17.60%,"$71,777,528.00",82.40%
American Dreams in China,"$87,097,067.00",-,-,"$87,097,067.00",100%
"Hello, Mrs. Money","$86,874,070.00",-,-,"$86,874,070.00",100%
Dinner for Schmucks,"$86,855,739.00","$73,026,337.00",84.10%,"$13,829,402.00",15.90%
Snowpiercer,"$86,758,912.00","$4,563,650.00",5.30%,"$82,195,262.00",94.70%
The Lincoln Lawyer,"$86,752,352.00","$58,009,200.00",66.90%,"$28,743,152.00",33.10%
Don't Worry Darling,"$86,709,403.00","$45,309,403.00",52.30%,"$41,400,000.00",47.70%
Dragon Ball Super: Super Hero,"$86,562,140.00","$38,112,140.00",44%,"$48,450,000.00",56%
Robin Hood,"$86,489,031.00","$30,824,628.00",35.60%,"$55,664,403.00",64.40%
A Taxi Driver,"$86,252,940.00","$1,527,829.00",1.80%,"$84,725,111.00",98.20%
War Dogs,"$86,234,523.00","$43,034,523.00",49.90%,"$43,200,000.00",50.10%
Step Up All In,"$86,165,646.00","$14,904,384.00",17.30%,"$71,261,262.00",82.70%
Hall Pass,"$86,157,237.00","$45,060,734.00",52.30%,"$41,096,503.00",47.70%
I Can Only Imagine,"$86,086,881.00","$83,482,352.00",97%,"$2,604,529.00",3%
John Wick,"$86,013,056.00","$43,037,835.00",50%,"$42,975,221.00",50%
The Second Best Exotic Marigold Hotel,"$85,978,266.00","$33,078,266.00",38.50%,"$52,900,000.00",61.50%
Spy Kids 4: All the Time in the World,"$85,564,310.00","$38,538,188.00",45%,"$47,026,122.00",55%
Paper Towns,"$85,512,300.00","$32,000,304.00",37.40%,"$53,511,996.00",62.60%
The Possession,"$85,446,075.00","$49,130,154.00",57.50%,"$36,315,921.00",42.50%
Big Fish & Begonia,"$85,409,373.00",-,-,"$85,409,373.00",100%
Bayside Shakedown 3: Set the Guys Loose,"$85,347,374.00",-,-,"$85,347,374.00",100%
Nerve,"$85,251,425.00","$38,583,626.00",45.30%,"$46,667,799.00",54.70%
Hidden Man,"$85,170,581.00",-,-,"$85,170,581.00",100%
J. Edgar,"$84,920,539.00","$37,306,030.00",43.90%,"$47,614,509.00",56.10%
Going in Style,"$84,918,541.00","$45,018,541.00",53%,"$39,900,000.00",47%
Sicario,"$84,872,444.00","$46,889,293.00",55.20%,"$37,983,151.00",44.80%
Carrie,"$84,790,678.00","$35,266,619.00",41.60%,"$49,524,059.00",58.40%
Dog,"$84,774,243.00","$61,778,069.00",72.90%,"$22,996,174.00",27.10%
Mamma Mia! 2020 Re-release,"$84,579,977.00",-,-,"$84,579,977.00",100%
The Judge,"$84,419,388.00","$47,119,388.00",55.80%,"$37,300,000.00",44.20%
Mortal Kombat,"$84,416,731.00","$42,326,031.00",50.10%,"$42,090,700.00",49.90%
What to Expect When You're Expecting,"$84,384,002.00","$41,152,203.00",48.80%,"$43,231,799.00",51.20%
Leap!,"$84,197,417.00","$2,844,490.00",3.40%,"$81,352,927.00",96.60%
Finding Mr. Right,"$84,112,033.00","$6,945.00",<0.1%,"$84,105,088.00",100%
Our Times,"$83,867,493.00",-,-,"$83,867,493.00",100%
Marmaduke,"$83,761,844.00","$33,644,788.00",40.20%,"$50,117,056.00",59.80%
Mortal Engines,"$83,672,673.00","$15,951,040.00",19.10%,"$67,721,633.00",80.90%
Piranha 3D,"$83,188,165.00","$25,003,155.00",30.10%,"$58,185,010.00",69.90%
Oceans,"$83,090,556.00","$19,422,319.00",23.40%,"$63,668,237.00",76.60%
Rings,"$83,080,890.00","$27,793,018.00",33.50%,"$55,287,872.00",66.50%
Suck Me Shakespeer 2,"$83,027,924.00",-,-,"$83,027,924.00",100%
Savages,"$82,966,152.00","$47,382,068.00",57.10%,"$35,584,084.00",42.90%
Once Upon A Time,"$82,886,178.00","$485,728.00",0.60%,"$82,400,450.00",99.40%
The Fighter Pilot,"$82,879,386.00",-,-,"$82,879,386.00",100%
"Big Mommas: Like Father, Like Son","$82,686,066.00","$37,915,414.00",45.90%,"$44,770,652.00",54.10%
Sinister,"$82,515,113.00","$48,086,903.00",58.30%,"$34,428,210.00",41.70%
Act of Valor,"$82,497,035.00","$70,012,847.00",84.90%,"$12,484,188.00",15.10%
Hitman: Agent 47,"$82,347,656.00","$22,467,450.00",27.30%,"$59,880,206.00",72.70%
Tiny Times 3.0,"$82,320,000.00",-,-,"$82,320,000.00",100%
Blades of Blood 2010 Re-release,"$82,177,196.00",-,-,"$82,177,196.00",100%
Miracle in Cell No. 7,"$82,101,723.00",-,-,"$82,101,723.00",100%
Abduction,"$82,087,155.00","$28,087,155.00",34.20%,"$54,000,000.00",65.80%
Ouija: Origin of Evil,"$81,705,746.00","$35,144,505.00",43%,"$46,561,241.00",57%
One Piece: Stampede,"$81,562,741.00","$1,298,528.00",1.60%,"$80,264,213.00",98.40%
Frankenweenie,"$81,491,068.00","$35,291,068.00",43.30%,"$46,200,000.00",56.70%
Wolf Warrior,"$81,411,331.00",-,-,"$81,411,331.00",100%
Gone with the Bullets,"$81,387,479.00",-,-,"$81,387,479.00",100%
Tinker Tailor Soldier Spy,"$81,244,605.00","$24,149,393.00",29.70%,"$57,095,212.00",70.30%
Edge of Darkness,"$81,126,522.00","$43,313,890.00",53.40%,"$37,812,632.00",46.60%
iPartment the Movie,"$81,096,321.00",-,-,"$81,096,321.00",100%
Underworld: Blood Wars,"$81,093,313.00","$30,353,973.00",37.40%,"$50,739,340.00",62.60%
Puss in Boots: The Last Wish,"$80,927,387.00","$38,678,920.00",47.80%,"$42,248,467.00",52.20%
Doraemon the Movie: Nobita's Treasure Island,"$80,920,916.00",-,-,"$80,920,916.00",100%
A Dog's Way Home,"$80,708,134.00","$42,004,346.00",52%,"$38,703,788.00",48%
Go Away Mr. Tumor,"$80,606,893.00","$286,639.00",0.40%,"$80,320,254.00",99.60%
Vampires Suck,"$80,547,866.00","$36,661,504.00",45.50%,"$43,886,362.00",54.50%
Caught in Time,"$80,543,319.00",-,-,"$80,543,319.00",100%
Den of Thieves,"$80,509,622.00","$44,947,622.00",55.80%,"$35,562,000.00",44.20%
Jackass Forever,"$80,484,161.00","$57,743,451.00",71.70%,"$22,740,710.00",28.30%
Muppets Most Wanted,"$80,383,113.00","$51,183,113.00",63.70%,"$29,200,000.00",36.30%
Hereditary,"$80,200,936.00","$44,069,456.00",54.90%,"$36,131,480.00",45.10%
The Wedding Ringer,"$79,799,880.00","$64,460,211.00",80.80%,"$15,339,669.00",19.20%
The Grey,"$79,781,695.00","$51,580,236.00",64.70%,"$28,201,459.00",35.30%
Letters to Juliet,"$79,293,444.00","$53,032,453.00",66.90%,"$26,260,991.00",33.10%
Paradox,"$79,226,860.00",-,-,"$79,226,860.00",100%
Manchester by the Sea,"$78,988,148.00","$47,695,371.00",60.40%,"$31,292,777.00",39.60%
Lady Bird,"$78,965,611.00","$48,958,273.00",62%,"$30,007,338.00",38%
Paranormal Activity: The Ghost Dimension,"$78,903,124.00","$18,300,124.00",23.20%,"$60,603,000.00",76.80%
A Dog's Journey,"$78,870,908.00","$22,782,371.00",28.90%,"$56,088,537.00",71.10%
The Boss,"$78,844,582.00","$63,285,885.00",80.30%,"$15,558,697.00",19.70%
Code Blue: The Movie,"$78,778,562.00",-,-,"$78,778,562.00",100%
Spanish Affair,"$78,768,613.00",-,-,"$78,768,613.00",100%
The Attorney,"$78,547,586.00","$557,236.00",0.70%,"$77,990,350.00",99.30%
The Family,"$78,418,811.00","$36,918,811.00",47.10%,"$41,500,000.00",52.90%
Scary Movie V,"$78,378,744.00","$32,015,787.00",40.80%,"$46,362,957.00",59.20%
R.I.P.D.,"$78,324,220.00","$33,618,855.00",42.90%,"$44,705,365.00",57.10%
Priest,"$78,309,505.00","$29,137,000.00",37.20%,"$49,172,505.00",62.80%
If I Stay,"$78,274,843.00","$50,474,843.00",64.50%,"$27,800,000.00",35.50%
Boonie Bears: The Wild Life,"$78,132,231.00",-,-,"$78,132,231.00",100%
Tag,"$78,130,625.00","$54,730,625.00",70.10%,"$23,400,000.00",29.90%
Head Full of Honey,"$78,127,384.00",-,-,"$78,127,384.00",100%
The Left Ear,"$78,015,473.00",-,-,"$78,015,473.00",100%
Shin Godzilla,"$77,947,607.00","$1,918,403.00",2.50%,"$76,029,204.00",97.50%
Tiny Times 4.0,"$77,750,000.00",-,-,"$77,750,000.00",100%
Tiny Times,"$77,717,014.00","$23,462.00",<0.1%,"$77,693,552.00",100%
Suck Me Shakespeer,"$77,676,735.00",-,-,"$77,676,735.00",100%
The Back-up Plan,"$77,477,008.00","$37,490,007.00",48.40%,"$39,987,001.00",51.60%
Candyman,"$77,411,570.00","$61,186,570.00",79%,"$16,225,000.00",21%
Diary of a Wimpy Kid: Dog Days,"$77,229,695.00","$49,008,662.00",63.50%,"$28,221,033.00",36.50%
Fantastica: A Boonie Bears Adventure,"$77,151,096.00",-,-,"$77,151,096.00",100%
Mike and Dave Need Wedding Dates,"$77,068,246.00","$46,009,673.00",59.70%,"$31,058,573.00",40.30%
The Forever Purge,"$76,994,245.00","$44,539,245.00",57.80%,"$32,455,000.00",42.20%
Drive,"$76,976,666.00","$35,061,555.00",45.50%,"$41,915,111.00",54.50%
"I, Frankenstein","$76,801,179.00","$19,075,290.00",24.80%,"$57,725,889.00",75.20%
Sanju,"$76,693,052.00","$7,909,317.00",10.30%,"$68,783,735.00",89.70%
The Book Thief,"$76,586,316.00","$21,488,481.00",28.10%,"$55,097,835.00",71.90%
Cold Pursuit,"$76,419,755.00","$32,138,862.00",42.10%,"$44,280,893.00",57.90%
The Ides of March,"$76,338,111.00","$40,962,534.00",53.70%,"$35,375,577.00",46.30%
Kubo and the Two Strings,"$76,249,438.00","$48,023,088.00",63%,"$28,226,350.00",37%
Diary of a Wimpy Kid,"$76,196,538.00","$64,003,625.00",84%,"$12,192,913.00",16%
The Mechanic,"$76,130,093.00","$29,121,498.00",38.30%,"$47,008,595.00",61.70%
If You Are the One 2,"$76,085,443.00","$426,894.00",0.60%,"$75,658,549.00",99.40%
Vice,"$76,073,488.00","$47,836,282.00",62.90%,"$28,237,206.00",37.10%
West Side Story,"$76,016,171.00","$38,530,322.00",50.70%,"$37,485,849.00",49.30%
Widows,"$75,984,700.00","$42,402,632.00",55.80%,"$33,582,068.00",44.20%
Quo vado?,"$75,878,701.00",-,-,"$75,878,701.00",100%
Sicario: Day of the Soldado,"$75,837,743.00","$50,072,235.00",66%,"$25,765,508.00",34%
Cats,"$75,558,925.00","$27,166,770.00",36%,"$48,392,155.00",64%
Bajrangi Bhaijaan,"$75,547,184.00","$8,178,001.00",10.80%,"$67,369,183.00",89.20%
Avatar 2022  Re-release,"$75,520,575.00","$24,714,024.00",32.70%,"$50,806,551.00",67.30%
Searching,"$75,462,037.00","$26,020,957.00",34.50%,"$49,441,080.00",65.50%
The Change-Up,"$75,450,437.00","$37,081,475.00",49.10%,"$38,368,962.00",50.90%
Suzume no tojimari,"$75,349,599.00",-,-,"$75,349,599.00",100%
The Spy Who Dumped Me,"$75,320,680.00","$33,562,069.00",44.60%,"$41,758,611.00",55.40%
1921,"$75,159,828.00",-,-,"$75,159,828.00",100%
Larry Crowne,"$75,055,070.00","$35,608,245.00",47.40%,"$39,446,825.00",52.60%
Easy A,"$75,026,216.00","$58,401,464.00",77.80%,"$16,624,752.00",22.20%
Animal World,"$74,922,830.00",-,-,"$74,922,830.00",100%
Boo! A Madea Halloween,"$74,827,344.00","$73,206,343.00",97.80%,"$1,621,001.00",2.20%
A Madea Family Funeral,"$74,747,725.00","$73,257,045.00",98%,"$1,490,680.00",2%
Crimson Peak,"$74,679,822.00","$31,090,320.00",41.60%,"$43,589,502.00",58.40%
Escape from Planet Earth,"$74,597,643.00","$57,012,977.00",76.40%,"$17,584,666.00",23.60%
Thermae Romae,"$74,285,251.00",-,-,"$74,285,251.00",100%
Hubble,"$74,249,729.00","$52,522,904.00",70.70%,"$21,726,825.00",29.30%
One Piece Film Z,"$74,223,861.00",-,-,"$74,223,861.00",100%
August: Osage County,"$74,188,937.00","$37,738,810.00",50.90%,"$36,450,127.00",49.10%
Miracles from Heaven,"$73,983,003.00","$61,705,123.00",83.40%,"$12,277,880.00",16.60%
Charlie's Angels,"$73,279,888.00","$17,803,077.00",24.30%,"$55,476,811.00",75.70%
War Room,"$73,267,874.00","$67,790,117.00",92.50%,"$5,477,757.00",7.50%
To Rome with Love,"$73,244,881.00","$16,685,867.00",22.80%,"$56,559,014.00",77.20%
Here Comes the Boom,"$73,100,172.00","$45,290,318.00",62%,"$27,809,854.00",38%
My Old Classmate,"$73,052,128.00",-,-,"$73,052,128.00",100%
Bayside Shakedown the Final,"$72,867,395.00",-,-,"$72,867,395.00",100%
The Best Man Holiday,"$72,835,710.00","$70,525,195.00",96.80%,"$2,310,515.00",3.20%
The Bélier Family,"$72,751,538.00",-,-,"$72,751,538.00",100%
Detective Conan: The Bride of Halloween,"$72,653,401.00",-,-,"$72,653,401.00",100%
The Transporter Refueled,"$72,629,670.00","$16,029,670.00",22.10%,"$56,600,000.00",77.90%
Diary of a Wimpy Kid: Rodrick Rules,"$72,526,996.00","$52,698,535.00",72.70%,"$19,828,461.00",27.30%
Amazing China,"$72,506,343.00",-,-,"$72,506,343.00",100%
Doctor Sleep,"$72,381,712.00","$31,581,712.00",43.60%,"$40,800,000.00",56.40%
Second Act,"$72,282,227.00","$39,282,227.00",54.30%,"$33,000,000.00",45.70%
What Men Want,"$72,216,294.00","$54,611,903.00",75.60%,"$17,604,391.00",24.40%
Interstellar 2021 Re-release,"$72,149,134.00",-,-,"$72,149,134.00",100%
Run All Night,"$71,561,644.00","$26,461,644.00",37%,"$45,100,000.00",63%
Brick Mansions,"$71,416,730.00","$20,396,829.00",28.60%,"$51,019,901.00",71.40%
Pokémon: Zoroark: Master of Illusions,"$71,143,529.00",-,-,"$71,143,529.00",100%
The Counselor,"$71,009,334.00","$16,973,715.00",23.90%,"$54,035,619.00",76.10%
Son of God,"$70,829,270.00","$59,700,064.00",84.30%,"$11,129,206.00",15.70%
I Am Not Madame Bovary,"$70,826,207.00","$436,798.00",0.60%,"$70,389,409.00",99.40%
A Turtle's Tale: Sammy's Adventures,"$70,627,617.00",-,-,"$70,627,617.00",100%
Spirited Away 2018 Re-release,"$70,186,029.00","$1,175,067.00",1.70%,"$69,010,962.00",98.30%
Think Like a Man Too,"$70,181,428.00","$65,182,182.00",92.90%,"$4,999,246.00",7.10%
See You Tomorrow,"$70,065,569.00",-,-,"$70,065,569.00",100%
Hitman's Wife's Bodyguard,"$70,060,492.00","$38,014,727.00",54.30%,"$32,045,765.00",45.70%
Mulan,"$69,965,374.00",-,-,"$69,965,374.00",100%
The Cabin in the Woods,"$69,935,600.00","$42,073,277.00",60.20%,"$27,862,323.00",39.80%
Sole a catinelle,"$69,903,094.00",-,-,"$69,903,094.00",100%
The Dilemma,"$69,721,966.00","$48,475,290.00",69.50%,"$21,246,676.00",30.50%
The Northman,"$69,633,110.00","$34,233,110.00",49.20%,"$35,400,000.00",50.80%
The Menu,"$69,562,004.00","$34,774,603.00",50%,"$34,787,401.00",50%
Exit,"$69,501,772.00","$470,699.00",0.70%,"$69,031,073.00",99.30%
After,"$69,497,587.00","$12,138,565.00",17.50%,"$57,359,022.00",82.50%
The Last Exorcism,"$69,432,527.00","$41,034,350.00",59.10%,"$28,398,177.00",40.90%
Playing with Fire,"$69,412,425.00","$44,451,847.00",64%,"$24,960,578.00",36%
13 Hours,"$69,411,370.00","$52,853,219.00",76.10%,"$16,558,151.00",23.90%
Finding Nemo 2012 3D Release,"$69,328,283.00","$41,128,283.00",59.30%,"$28,200,000.00",40.70%
Takers,"$69,055,695.00","$57,744,720.00",83.60%,"$11,310,975.00",16.40%
Anna Karenina,"$68,929,150.00","$12,816,367.00",18.60%,"$56,112,783.00",81.40%
Bestseller,"$68,813,389.00",-,-,"$68,813,389.00",100%
Running Man,"$68,782,475.00","$310,978.00",0.50%,"$68,471,497.00",99.50%
The Nut Job 2: Nutty by Nature,"$68,743,485.00","$28,370,522.00",41.30%,"$40,372,963.00",58.70%
The Call,"$68,572,631.00","$51,872,378.00",75.60%,"$16,700,253.00",24.40%
One Direction: This Is Us,"$68,532,898.00","$28,873,374.00",42.10%,"$39,659,524.00",57.90%
Stalingrad,"$68,316,452.00","$1,013,945.00",1.50%,"$67,302,507.00",98.50%
The Watch,"$68,267,862.00","$35,353,000.00",51.80%,"$32,914,862.00",48.20%
Moonrise Kingdom,"$68,263,166.00","$45,512,466.00",66.70%,"$22,750,700.00",33.30%
The Yin-Yang Master: Dream of Eternity,"$68,000,000.00",-,-,"$68,000,000.00",100%
